original_sig_text,sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,when,when_text_start,when_text_end,when_text,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
APPLY TOPICALLY 2 TIMES A DAY AS NEEDED FOR IRRITATION OR RASH FOR UP TO 14 DAYS,apply topically 2 times a day as needed for irritation or rash for up to 14 days,apply,0,5,apply,,,,,,,,,,,,,topically,0,5,apply,2,,1,,day,,,,,,,,16,29,2 times a day,twice daily,,,,,,,,,,,1,"irritation,rash",30,80,as needed for irritation or rash for up to 14 days
INJECT 0.25 ML (25 UNITS TOTAL) UNDER THE SKIN DAILY,inject 0.25 ml 25 units total under the skin daily,inject,0,6,inject,0.25,,mL,6,14, 0.25 ml,25,,units,14,23, 25 units,subcutaneously,30,44,under the skin,1,,1,,day,,,,,,,,45,50,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET BY MOUTH ONCE DAILY THANK YOU,take 1 tablet by mouth once daily thank you,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,33,once daily,daily,,,,,,,,,,,,,,,
APPLY 1 APPLICATION TOPICALLY 3 TIMES A WEEK,apply 1 application topically 3 times a week,apply,0,5,apply,1,,application,5,19, 1 application,,,,,,,topically,0,5,apply,3,,1,,week,,,,,,,,30,44,3 times a week,3 times per week,,,,,,,,,,,,,,,
"TAKE 1 TABLET (25 MG TOTAL) BY MOUTH DAILY FOR 14 DAYS, THEN 2 TABLETS (50 MG TOTAL) DAILY",take 1 tablet 25 mg total by mouth daily for 14 days then 2 tablets 50 mg total daily,take,0,4,take,1,,tablet,4,13, 1 tablet,25,,mg,13,19, 25 mg,by mouth,26,34,by mouth,1,,1,,day,,,,,,,,35,40,daily,daily,,,,,14,,day,41,51,14 day,,,,,
TAKE 1 TABLET BY MOUTH THREE TIMES DAILY AS NEEDED FOR NAUSEA,take 1 tablet by mouth three times daily as needed for nausea,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,3,,1,,day,,,,,,,,23,40,three times daily,3 times per day,,,,,,,,,,,1,nausea,41,61,as needed for nausea
TAKE 1 TABLET BY MOUTH EVERY 12 HOURS FOR 7 DOSES,take 1 tablet by mouth every 12 hours for 7 doses,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,12,,hour,,,,,,,,23,36,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
TAKE 70 MG BY MOUTH EVERY MORNING,take 70 mg by mouth every morning,take,0,4,take,,,,,,,70,,mg,4,10, 70 mg,by mouth,11,19,by mouth,1,,1,,day,,,,,,,,20,33,every morning,daily,in the morning,20,33,every morning,,,,,,,,,,,
INJECT 1 ML (90 MG TOTAL) UNDER THE SKIN EVERY 12 WEEKS,inject 1 ml 90 mg total under the skin every 12 weeks,inject,0,6,inject,1,,mL,6,11, 1 ml,90,,mg,11,17, 90 mg,subcutaneously,24,38,under the skin,1,,12,,week,,,,,,,,39,52,every 12 week,every 12 weeks,,,,,,,,,,,,,,,
TAKE 1 CAPSULE BY MOUTH EVERY NIGHT AT BEDTIME,take 1 capsule by mouth every night at bedtime,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,1,,1,,day,,,,,,,,24,35,every night,daily,at night,24,35,every night,,,,,,,,,,,
PLACE 1 PATCH ON THE SKIN ONCE FOR 1 DOSE,place 1 patch on the skin once for 1 dose,place,0,5,place,1,,transdermal patch,5,13, 1 patch,,,,,,,transdermally,8,13,patch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INJECT 0.22 ML (22 UNITS TOTAL) UNDER THE SKIN EVERY NIGHT,inject 0.22 ml 22 units total under the skin every night,inject,0,6,inject,0.22,,mL,6,14, 0.22 ml,22,,units,14,23, 22 units,subcutaneously,30,44,under the skin,1,,1,,day,,,,,,,,45,56,every night,daily,at night,45,56,every night,,,,,,,,,,,
APPLY THIN COAT TO AFFECTED AREA TWICE A DAY,apply thin coat to affected area twice a day,apply,0,5,apply,,,,,,,,,,,,,topically,0,5,apply,2,,1,,day,,,,,,,,33,44,twice a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (50 MG TOTAL) BY MOUTH 4 TIMES A DAY,take 1 tablet 50 mg total by mouth 4 times a day,take,0,4,take,1,,tablet,4,13, 1 tablet,50,,mg,13,19, 50 mg,by mouth,26,34,by mouth,4,,1,,day,,,,,,,,35,48,4 times a day,4 times per day,,,,,,,,,,,,,,,
"TAKE 1 CAPSULE (50,000 UNITS TOTAL) BY MOUTH WEEKLY INDICATIONS: LOW VITAMIN D LEVELS",take 1 capsule 50000 units total by mouth weekly indications: low vitamin d levels,take,0,4,take,1,,capsule,4,14, 1 capsule,50000,,units,14,26, 50000 units,by mouth,33,41,by mouth,1,,1,,week,,,,,,,,42,48,weekly,every week,,,,,,,,,,,,,,,
TAKE 0.5 TABLETS BY MOUTH EVERY NIGHT,take 0.5 tablets by mouth every night,take,0,4,take,0.5,,tablet,4,16, 0.5 tablets,,,,,,,by mouth,17,25,by mouth,1,,1,,day,,,,,,,,26,37,every night,daily,at night,26,37,every night,,,,,,,,,,,
APPLY TOPICALLY TO THE AFFECTED AREA TWICE DAILY AS NEEDED,apply topically to the affected area twice daily as needed,apply,0,5,apply,,,,,,,,,,,,,topically,0,5,apply,2,,1,,day,,,,,,,,37,48,twice daily,twice daily,,,,,,,,,,,1,,49,58,as needed
INHALE 2 PUFFS EVERY 12 HOURS,inhale 2 puffs every 12 hours,inhale,0,6,inhale,2,,puff,6,13, 2 puff,,,,,,,via inhalation,0,6,inhale,1,,12,,hour,,,,,,,,15,28,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
CHECK BLOOD SUGAR ONCE DAILY,check blood sugar once daily,,,,,,,,,,,,,,,,,,,,,1,,1,,day,,,,,,,,18,28,once daily,daily,,,,,,,,,,,,,,,
OFLOXACIN 0.3 % EYE DROPS,ofloxacin 0.3 % eye drops,,,,,,,,,,,,,,,,,in eye(s),16,19,eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 2 CAPSULES (4 MG TOTAL) BY MOUTH EVERY NIGHT,take 2 capsules 4 mg total by mouth every night,take,0,4,take,2,,capsule,4,15, 2 capsules,4,,mg,15,20, 4 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,47,every night,daily,at night,36,47,every night,,,,,,,,,,,
TAKE 5 ML BY MOUTH EVERY NIGHT AS NEEDED FOR COUGH FOR UP TO 7 DAYS,take 5 ml by mouth every night as needed for cough for up to 7 days,take,0,4,take,5,,mL,4,9, 5 ml,,,,,,,by mouth,10,18,by mouth,1,,1,,day,,,,,,,,19,30,every night,daily,at night,19,30,every night,,,,,,,1,cough,31,67,as needed for cough for up to 7 days
USE AS DIRECTED FOR IM INJECTIONS,use as directed for im injections,use,0,3,use,,,,,,,,,,,,,intramuscularly,20,22,im,,,,,,,,,,,,,4,15,as directed,,,,,,,,,,,,,,,,
PROMETHAZINE-DM 6.25 MG-15 MG/5 ML ORAL SYRUP,promethazine-dm 6.25 mg-15 mg/5 ml oral syrup,,,,,0,,mL,29,34,/5 ml,6.25,,mg,15,23, 6.25 mg,by mouth,35,39,oral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 1 TABLET (400 MG TOTAL) BY MOUTH 3 TIMES A DAY FOR 10 DAYS,take 1 tablet 400 mg total by mouth 3 times a day for 10 days,take,0,4,take,1,,tablet,4,13, 1 tablet,400,,mg,13,20, 400 mg,by mouth,27,35,by mouth,3,,1,,day,,,,,,,,36,49,3 times a day,3 times per day,,,,,10,,day,50,60,10 day,,,,,
TAKE 2.5 ML (2.5 MG TOTAL) BY MOUTH EVERY 6 HOURS AS NEEDED FOR SEVERE PAIN FOR UP TO 3 DAYS. DO NOT GIVE WHEN SLEEPING,take 2.5 ml 2.5 mg total by mouth every 6 hours as needed for severe pain for up to 3 days do not give when sleeping,take,0,4,take,2.5,,mL,4,11, 2.5 ml,2.5,,mg,11,18, 2.5 mg,by mouth,25,33,by mouth,1,,6,,hour,,,,,,,,34,46,every 6 hour,every 6 hours,,,,,,,,,,,1,"severe pain,sleep",48,116,as needed for severe pain for up to 3 days do not give when sleeping
AS DIRECTED ON PACKAGE,as directed on package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,as directed,,,,,,,,,,,,,,,,
TAKE 1 TABLET (0.45 MG TOTAL) BY MOUTH DAILY,take 1 tablet 0.45 mg total by mouth daily,take,0,4,take,1,,tablet,4,13, 1 tablet,0.45,,mg,13,21, 0.45 mg,by mouth,28,36,by mouth,1,,1,,day,,,,,,,,37,42,daily,daily,,,,,,,,,,,,,,,
TAKE 800 MG BY MOUTH EVERY 12 HOURS AS NEEDED FOR MILD PAIN,take 800 mg by mouth every 12 hours as needed for mild pain,take,0,4,take,,,,,,,800,,mg,4,11, 800 mg,by mouth,12,20,by mouth,1,,12,,hour,,,,,,,,21,34,every 12 hour,every 12 hours,,,,,,,,,,,1,mild pain,36,59,as needed for mild pain
TAKE 1 TABLET (500 MG TOTAL) BY MOUTH EVERY 8 HOURS AS NEEDED FOR MILD PAIN FOR UP TO 10 DAYS,take 1 tablet 500 mg total by mouth every 8 hours as needed for mild pain for up to 10 days,take,0,4,take,1,,tablet,4,13, 1 tablet,500,,mg,13,20, 500 mg,by mouth,27,35,by mouth,1,,8,,hour,,,,,,,,36,48,every 8 hour,every 8 hours,,,,,,,,,,,1,mild pain,50,91,as needed for mild pain for up to 10 days
TAKE 5 TABLETS (50 MG TOTAL) BY MOUTH DAILY,take 5 tablets 50 mg total by mouth daily,take,0,4,take,5,,tablet,4,14, 5 tablets,50,,mg,14,20, 50 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,41,daily,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE(12.5 MG) BY MOUTH DAILY,take 1 capsule12.5 mg by mouth daily,take,0,4,take,1,,capsule,4,14, 1 capsule,12.5,,mg,14,21,12.5 mg,by mouth,22,30,by mouth,1,,1,,day,,,,,,,,31,36,daily,daily,,,,,,,,,,,,,,,
INJECT 0.4 ML (40 MG TOTAL) UNDER THE SKIN DAILY FOR 7 DAYS,inject 0.4 ml 40 mg total under the skin daily for 7 days,inject,0,6,inject,0.4,,mL,6,13, 0.4 ml,40,,mg,13,19, 40 mg,subcutaneously,26,40,under the skin,1,,1,,day,,,,,,,,41,46,daily,daily,,,,,7,,day,47,56,7 day,,,,,
TAKE 1 CAPSULE (400 MG TOTAL) BY MOUTH 3 TIMES A DAY FOR 14 DAYS,take 1 capsule 400 mg total by mouth 3 times a day for 14 days,take,0,4,take,1,,capsule,4,14, 1 capsule,400,,mg,14,21, 400 mg,by mouth,28,36,by mouth,3,,1,,day,,,,,,,,37,50,3 times a day,3 times per day,,,,,14,,day,51,61,14 day,,,,,
TAKE 2 TABLETS BY MOUTH EVERY NIGHT AT BEDTIME,take 2 tablets by mouth every night at bedtime,take,0,4,take,2,,tablet,4,14, 2 tablets,,,,,,,by mouth,15,23,by mouth,1,,1,,day,,,,,,,,24,35,every night,daily,at night,24,35,every night,,,,,,,,,,,
TAKE 100 MG BY MOUTH EVERY OTHER DAY,take 100 mg by mouth every other day,take,0,4,take,,,,,,,100,,mg,4,11, 100 mg,by mouth,12,20,by mouth,1,,2,,day,,,,,,,,21,36,every other day,every 2 days,,,,,,,,,,,,,,,
TAKE 4 TABLETS (2 MG TOTAL) BY MOUTH DAILY,take 4 tablets 2 mg total by mouth daily,take,0,4,take,4,,tablet,4,14, 4 tablets,2,,mg,14,19, 2 mg,by mouth,26,34,by mouth,1,,1,,day,,,,,,,,35,40,daily,daily,,,,,,,,,,,,,,,
ERYTHROMYCIN 5 MG/GRAM (0.5 %) EYE OINTMENT,erythromycin 5 mg/gram 0.5 % eye ointment,,,,,,,,,,,5,,mg,12,17, 5 mg,in eye(s),29,32,eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADMINISTER INTO BOTH EYES DAILY,administer into both eyes daily,administer,0,10,administer,,,,,,,,,,,,,in both eyes,11,25,into both eyes,1,,1,,day,,,,,,,,26,31,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (800 MG TOTAL) BY MOUTH EVERY 8 HOURS AS NEEDED FOR MILD PAIN OR MODERATE PAIN FOR UP TO 7 DAYS,take 1 tablet 800 mg total by mouth every 8 hours as needed for mild pain or moderate pain for up to 7 days,take,0,4,take,1,,tablet,4,13, 1 tablet,800,,mg,13,20, 800 mg,by mouth,27,35,by mouth,1,,8,,hour,,,,,,,,36,48,every 8 hour,every 8 hours,,,,,,,,,,,1,"mild pain,moderate pain",50,107,as needed for mild pain or moderate pain for up to 7 days
TAKE 1 TABLET (5 MG TOTAL) BY MOUTH EVERY 4 HOURS AS NEEDED FOR MODERATE PAIN (PAIN) FOR UP TO 3 DAYS,take 1 tablet 5 mg total by mouth every 4 hours as needed for moderate pain pain for up to 3 days,take,0,4,take,1,,tablet,4,13, 1 tablet,5,,mg,13,18, 5 mg,by mouth,25,33,by mouth,1,,4,,hour,,,,,,,,34,46,every 4 hour,every 4 hours,,,,,,,,,,,1,"moderate pain,pain",48,97,as needed for moderate pain pain for up to 3 days
TAKE 2 TABLETS (20 MG TOTAL) BY MOUTH EVERY 12 HOURS,take 2 tablets 20 mg total by mouth every 12 hours,take,0,4,take,2,,tablet,4,14, 2 tablets,20,,mg,14,20, 20 mg,by mouth,27,35,by mouth,1,,12,,hour,,,,,,,,36,49,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
TAKE 1 CAPSULE (400 MG TOTAL) BY MOUTH 3 TIMES A DAY FOR 7 DAYS,take 1 capsule 400 mg total by mouth 3 times a day for 7 days,take,0,4,take,1,,capsule,4,14, 1 capsule,400,,mg,14,21, 400 mg,by mouth,28,36,by mouth,3,,1,,day,,,,,,,,37,50,3 times a day,3 times per day,,,,,7,,day,51,60,7 day,,,,,
INJECT 32 UNITS UNDER THE SKIN EVERY NIGHT,inject 32 units under the skin every night,inject,0,6,inject,,,,,,,32,,units,6,15, 32 units,subcutaneously,16,30,under the skin,1,,1,,day,,,,,,,,31,42,every night,daily,at night,31,42,every night,,,,,,,,,,,
GIVE 1 TABLET BY MOUTH AT BEDTIME,give 1 tablet by mouth at bedtime,give,0,4,give,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,33,at bedtime,daily,at bedtime,23,33,at bedtime,,,,,,,,,,,
TAKE 0.5 TABLETS (12.5 MG TOTAL) BY MOUTH EVERY 6 HOURS AS NEEDED FOR NAUSEA OR VOMITING,take 0.5 tablets 12.5 mg total by mouth every 6 hours as needed for nausea or vomiting,take,0,4,take,0.5,,tablet,4,16, 0.5 tablets,12.5,,mg,16,24, 12.5 mg,by mouth,31,39,by mouth,1,,6,,hour,,,,,,,,40,52,every 6 hour,every 6 hours,,,,,,,,,,,1,"nausea,vomiting",54,86,as needed for nausea or vomiting
TAKE 16 MG BY MOUTH DAILY,take 16 mg by mouth daily,take,0,4,take,,,,,,,16,,mg,4,10, 16 mg,by mouth,11,19,by mouth,1,,1,,day,,,,,,,,20,25,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (10 MG TOTAL) BY MOUTH EVERY 6 HOURS AS NEEDED FOR MODERATE PAIN FOR UP TO 4 DAYS,take 1 tablet 10 mg total by mouth every 6 hours as needed for moderate pain for up to 4 days,take,0,4,take,1,,tablet,4,13, 1 tablet,10,,mg,13,19, 10 mg,by mouth,26,34,by mouth,1,,6,,hour,,,,,,,,35,47,every 6 hour,every 6 hours,,,,,,,,,,,1,moderate pain,49,93,as needed for moderate pain for up to 4 days
TAKE 5 ML (5 MG TOTAL) BY MOUTH EVERY 6 HOURS AS NEEDED FOR SEVERE PAIN FOR UP TO 3 DAYS. DO NOT GIVE WHEN SLEEPING,take 5 ml 5 mg total by mouth every 6 hours as needed for severe pain for up to 3 days do not give when sleeping,take,0,4,take,5,,mL,4,9, 5 ml,5,,mg,9,14, 5 mg,by mouth,21,29,by mouth,1,,6,,hour,,,,,,,,30,42,every 6 hour,every 6 hours,,,,,,,,,,,1,"severe pain,sleep",44,112,as needed for severe pain for up to 3 days do not give when sleeping
TAKE 1 TABLET BY MOUTH EVERY 12 HOURS FOR 8 DAYS,take 1 tablet by mouth every 12 hours for 8 days,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,12,,hour,,,,,,,,23,36,every 12 hour,every 12 hours,,,,,8,,day,38,47,8 day,,,,,
TAKE 1 TABLET (7.5 MG TOTAL) BY MOUTH ONCE A DAY AS NEEDED (HEADACHE),take 1 tablet 7.5 mg total by mouth once a day as needed headache,take,0,4,take,1,,tablet,4,13, 1 tablet,7.5,,mg,13,20, 7.5 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,46,once a day,daily,,,,,,,,,,,1,headache,47,65,as needed headache
TAKE 88 MCG BY MOUTH,take 88 mcg by mouth,take,0,4,take,,,,,,,88,,mcg,4,11, 88 mcg,by mouth,12,20,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INJECT 1 PEN UNDER THE SKIN AS NEEDED (SEVERE HYPO),inject 1 pen under the skin as needed severe hypo,inject,0,6,inject,1,,pen,6,12, 1 pen,,,,,,,subcutaneously,13,27,under the skin,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,28,49,as needed severe hypo
"TAKE 1,500 MG BY MOUTH EVERY 12 HOURS",take 1500 mg by mouth every 12 hours,take,0,4,take,,,,,,,1500,,mg,4,12, 1500 mg,by mouth,13,21,by mouth,1,,12,,hour,,,,,,,,22,35,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
TAKE 1 TABLET (140 MG TOTAL) BY MOUTH DAILY WITH BREAKFAST,take 1 tablet 140 mg total by mouth daily with breakfast,take,0,4,take,1,,tablet,4,13, 1 tablet,140,,mg,13,20, 140 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,41,daily,daily,with breakfast,42,56,with breakfast,,,,,,,,,,,
TAKE 2 TABLETS (650 MG TOTAL) BY MOUTH 2 TIMES A DAY,take 2 tablets 650 mg total by mouth 2 times a day,take,0,4,take,2,,tablet,4,14, 2 tablets,650,,mg,14,21, 650 mg,by mouth,28,36,by mouth,2,,1,,day,,,,,,,,37,50,2 times a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (500 MG TOTAL) BY MOUTH EVERY 12 HOURS FOR 11 DOSES,take 1 tablet 500 mg total by mouth every 12 hours for 11 doses,take,0,4,take,1,,tablet,4,13, 1 tablet,500,,mg,13,20, 500 mg,by mouth,27,35,by mouth,1,,12,,hour,,,,,,,,36,49,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
"TAKE 4 TABS (40MG) DAILY FOR 3 DAYS, THEN 3 TABS (30MG) DAILY FOR 3 DAYS,  2 TABS (20MG) DAILY FOR 3 DAYS,  1 TAB (10 MG) DAILY FOR 3 DAYS",take 4 tabs 40mg daily for 3 days then 3 tabs 30mg daily for 3 days 2 tabs 20mg daily for 3 days 1 tab 10 mg daily for 3 days,take,0,4,take,4,,tablet,4,11, 4 tabs,40,,mg,11,16, 40mg,,,,,1,,1,,day,,,,,,,,17,22,daily,daily,,,,,3,,day,23,32,3 day,,,,,
ADMINISTER 2 SPRAYS INTO EACH NOSTRIL 2 TIMES A DAY AS NEEDED FOR RHINITIS OR ALLERGIES. USE IN EACH NOSTRIL AS DIRECTED,administer 2 sprays into each nostril 2 times a day as needed for rhinitis or allergies use in each nostril as directed,administer,0,10,administer,2,,spray,10,18, 2 spray,,,,,,,in each nostril,20,37,into each nostril,2,,1,,day,,,,,,,,38,51,2 times a day,twice daily,,,,,,,,,,,1,"rhinitis,allergies",52,119,as needed for rhinitis or allergies use in each nostril as directed
OXYCODONE 10 MG TABLET,oxycodone 10 mg tablet,,,,,,,,,,,10,,mg,9,15, 10 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 1 CAPSULE (8 MEQ TOTAL) BY MOUTH DAILY,take 1 capsule 8 meq total by mouth daily,take,0,4,take,1,,capsule,4,14, 1 capsule,8,,mEq,14,20, 8 meq,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,41,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (10 MG TOTAL) BY MOUTH EVERY 6 HOURS AS NEEDED FOR MODERATE PAIN FOR UP TO 7 DAYS. STATE OF TN: SURGERY,take 1 tablet 10 mg total by mouth every 6 hours as needed for moderate pain for up to 7 days state of tn: surgery,take,0,4,take,1,,tablet,4,13, 1 tablet,10,,mg,13,19, 10 mg,by mouth,26,34,by mouth,1,,6,,hour,,,,,,,,35,47,every 6 hour,every 6 hours,,,,,,,,,,,1,moderate pain,49,114,as needed for moderate pain for up to 7 days state of tn: surgery
1 SYRINGE EVERY 14 DAYS,1 syringe every 14 days,,,,,1,,syringe,0,9,1 syringe,,,,,,,,,,,1,,14,,day,,,,,,,,10,22,every 14 day,every 14 days,,,,,,,,,,,,,,,
TAKE 25 MG BY MOUTH EVERY 6 HOURS AS NEEDED FOR SLEEP,take 25 mg by mouth every 6 hours as needed for sleep,take,0,4,take,,,,,,,25,,mg,4,10, 25 mg,by mouth,11,19,by mouth,1,,6,,hour,,,,,,,,20,32,every 6 hour,every 6 hours,,,,,,,,,,,1,sleep,34,53,as needed for sleep
INJECT 0.3 ML (7.5 MG TOTAL) UNDER THE SKIN WEEKLY,inject 0.3 ml 7.5 mg total under the skin weekly,inject,0,6,inject,0.3,,mL,6,13, 0.3 ml,7.5,,mg,13,20, 7.5 mg,subcutaneously,27,41,under the skin,1,,1,,week,,,,,,,,42,48,weekly,every week,,,,,,,,,,,,,,,
TAKE 1 TABLET BY MOUTH EVERY 12 HOURS FOR 3 DAYS. START TAKING 2 DAYS PRIOR TO SURGERY,take 1 tablet by mouth every 12 hours for 3 days start taking 2 days prior to surgery,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,12,,hour,,,,,,,,23,36,every 12 hour,every 12 hours,,,,,3,,day,38,47,3 day,,,,,
TAKE 3 CAPSULES (450 MG TOTAL) BY MOUTH EVERY 8 HOURS FOR 5 DAYS,take 3 capsules 450 mg total by mouth every 8 hours for 5 days,take,0,4,take,3,,capsule,4,15, 3 capsules,450,,mg,15,22, 450 mg,by mouth,29,37,by mouth,1,,8,,hour,,,,,,,,38,50,every 8 hour,every 8 hours,,,,,5,,day,52,61,5 day,,,,,
TAKE 1 TABLET (15 MG TOTAL) BY MOUTH EVERY 4 HOURS AS NEEDED FOR MODERATE PAIN FOR UP TO 28 DAYS,take 1 tablet 15 mg total by mouth every 4 hours as needed for moderate pain for up to 28 days,take,0,4,take,1,,tablet,4,13, 1 tablet,15,,mg,13,19, 15 mg,by mouth,26,34,by mouth,1,,4,,hour,,,,,,,,35,47,every 4 hour,every 4 hours,,,,,,,,,,,1,moderate pain,49,94,as needed for moderate pain for up to 28 days
SWISH AND SPIT 10 ML EVERY 6 HOURS AS NEEDED (PAIN IN THROAT) FOR UP TO 10 DAYS,swish and spit 10 ml every 6 hours as needed pain in throat for up to 10 days,swish,0,5,swish,10,,mL,14,20, 10 ml,,,,,,,swish and spit,0,14,swish and spit,1,,6,,hour,,,,,,,,21,33,every 6 hour,every 6 hours,,,,,,,,,,,1,pain,35,77,as needed pain in throat for up to 10 days
TAKE 1 TABLET (12.5 MG TOTAL) BY MOUTH EVERY 4 HOURS AS NEEDED FOR NAUSEA OR VOMITING FOR UP TO 7 DAYS,take 1 tablet 12.5 mg total by mouth every 4 hours as needed for nausea or vomiting for up to 7 days,take,0,4,take,1,,tablet,4,13, 1 tablet,12.5,,mg,13,21, 12.5 mg,by mouth,28,36,by mouth,1,,4,,hour,,,,,,,,37,49,every 4 hour,every 4 hours,,,,,,,,,,,1,"nausea,vomiting",51,100,as needed for nausea or vomiting for up to 7 days
TAKE 7.5 ML (7.5 MG TOTAL) BY MOUTH ONCE A DAY AS NEEDED FOR ALLERGIES,take 7.5 ml 7.5 mg total by mouth once a day as needed for allergies,take,0,4,take,7.5,,mL,4,11, 7.5 ml,7.5,,mg,11,18, 7.5 mg,by mouth,25,33,by mouth,1,,1,,day,,,,,,,,34,44,once a day,daily,,,,,,,,,,,1,allergies,45,68,as needed for allergies
TAKE 135 MG BY MOUTH DAILY,take 135 mg by mouth daily,take,0,4,take,,,,,,,135,,mg,4,11, 135 mg,by mouth,12,20,by mouth,1,,1,,day,,,,,,,,21,26,daily,daily,,,,,,,,,,,,,,,
CO Q-10,co q-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 40 MG BY MOUTH DAILY. TAKE 1 HOUR BEFORE OR 2 HOURS AFTER EATING,take 40 mg by mouth daily take 1 hour before or 2 hours after eating,take,0,4,take,,,,,,,40,,mg,4,10, 40 mg,by mouth,11,19,by mouth,1,,1,,day,,,,,,,,20,25,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (200 MG TOTAL) BY MOUTH WEEKLY,take 1 tablet 200 mg total by mouth weekly,take,0,4,take,1,,tablet,4,13, 1 tablet,200,,mg,13,20, 200 mg,by mouth,27,35,by mouth,1,,1,,week,,,,,,,,36,42,weekly,every week,,,,,,,,,,,,,,,
TAKE 48 MG BY MOUTH DAILY,take 48 mg by mouth daily,take,0,4,take,,,,,,,48,,mg,4,10, 48 mg,by mouth,11,19,by mouth,1,,1,,day,,,,,,,,20,25,daily,daily,,,,,,,,,,,,,,,
"TAKE 1,600 MG BY MOUTH 3 TIMES A DAY WITH MEALS",take 1600 mg by mouth 3 times a day with meals,take,0,4,take,,,,,,,1600,,mg,4,12, 1600 mg,by mouth,13,21,by mouth,3,,1,,day,,,,,,,,22,35,3 times a day,3 times per day,with meal,36,46,with meals,,,,,,,,,,,
INJECT 0.5 ML (300 MCG TOTAL) UNDER THE SKIN DAILY FOR 3 DAYS,inject 0.5 ml 300 mcg total under the skin daily for 3 days,inject,0,6,inject,0.5,,mL,6,13, 0.5 ml,300,,mcg,13,21, 300 mcg,subcutaneously,28,42,under the skin,1,,1,,day,,,,,,,,43,48,daily,daily,,,,,3,,day,49,58,3 day,,,,,
"TAKE 4 CAPSULES (2,000 MG TOTAL) BY MOUTH DAILY. TAKE AT THE SAME TIME EACH DAY",take 4 capsules 2000 mg total by mouth daily take at the same time each day,take,0,4,take,4,,capsule,4,15, 4 capsules,2000,,mg,15,23, 2000 mg,by mouth,30,38,by mouth,1,,1,,day,,,,,,,,67,75,each day,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (25 MG TOTAL) BY MOUTH 3 TIMES A DAY AS NEEDED FOR ITCHING,take 1 tablet 25 mg total by mouth 3 times a day as needed for itching,take,0,4,take,1,,tablet,4,13, 1 tablet,25,,mg,13,19, 25 mg,by mouth,26,34,by mouth,3,,1,,day,,,,,,,,35,48,3 times a day,3 times per day,,,,,,,,,,,1,itching,49,70,as needed for itching
